StationId,Date,PM2.5,PM10,NO,NO2,NOx,SO2
DL004,2019-12-05,196.11,296.8,17.67,22.01,39.68,
DL004,2019-12-06,232.28,326.69,13.34,16.95,30.3,
DL004,2019-12-07,217.3,309.75,13.64,13.9,27.56,
DL004,2019-12-08,201.13,282.59,22.6,16.66,39.25,
DL004,2019-12-09,183.04,251.04,16.1,16.54,32.63,
DL004,2019-12-10,189.46,275.17,19.33,18.03,37.36,
DL004,2019-12-11,261.4,365.45,16.41,17.25,33.66,
DL004,2019-12-12,256.01,346.5,15.68,10.97,26.62,
DL004,2019-12-13,85.02,106.61,8.8,2.81,11.31,
DL004,2019-12-14,59.63,91.22,5.45,4.76,10.21,
DL004,2019-12-15,77.15,114.62,5.91,4.04,9.95,
DL004,2019-12-16,59.18,89.26,3.64,1.02,4.57,
DL004,2019-12-17,68.59,96.11,4.99,1.68,6.52,
DL004,2019-12-18,100.38,156.21,5.16,4.46,9.61,
DL004,2019-12-19,196.01,284.26,12.29,7.99,20.28,
DL004,2019-12-20,210.34,316.9,8.36,9.03,17.38,
DL004,2019-12-21,178.64,263.52,7.92,6.25,14.17,
DL004,2019-12-22,112.08,158.57,5.05,2.97,8.01,
DL004,2019-12-23,133.81,189.21,5.57,3.17,8.72,
DL004,2019-12-24,224.52,342.81,9.29,7.95,17.23,
DL004,2019-12-25,116.13,,4.44,2.53,6.95,
DL004,2019-12-26,176.9,281.04,5.01,3.78,8.74,
DL004,2019-12-27,170.86,282.21,6.12,4.92,11.03,
DL004,2019-12-28,220.6,341.88,12.35,5.49,17.84,
DL004,2019-12-29,288.44,446.1,7.3,7.6,14.9,
DL004,2019-12-30,252.23,355.8,11.35,5.89,17.24,
DL004,2019-12-31,208.8,281.86,7.97,4.16,12.12,
DL004,2020-01-01,346.2,410.08,22.61,8.62,31.23,
DL004,2020-01-02,184.71,223.49,12.79,8.31,21.1,
DL004,2020-01-03,198.05,282.33,24.78,9.29,34.01,
DL004,2020-01-04,166.97,235.63,7.91,6.27,14.13,
DL004,2020-01-05,137.22,223.28,5.68,4.87,10.45,
DL004,2020-01-06,121.13,207.33,7.92,6.1,14.02,
DL004,2020-01-07,93.87,144.99,5.85,2.66,8.51,
DL004,2020-01-08,97.36,133.51,6.96,2.07,9.0,
DL004,2020-01-09,63.37,97.07,4.24,0.69,4.61,
DL004,2020-01-10,92.39,148.87,4.38,3.01,7.29,
DL004,2020-01-11,101.48,167.95,5.6,5.61,11.2,
DL004,2020-01-12,129.75,206.3,7.95,7.07,15.02,
DL004,2020-01-13,148.81,240.62,7.92,5.37,13.29,
DL004,2020-01-14,63.57,97.62,5.15,2.69,7.83,
DL004,2020-01-15,84.23,151.32,6.97,4.39,11.35,
DL004,2020-01-16,100.57,160.72,7.45,4.41,11.82,
DL004,2020-01-17,71.84,108.6,7.36,2.86,10.22,
DL004,2020-01-18,85.17,142.19,10.67,4.47,15.14,
DL004,2020-01-19,78.53,128.86,5.68,1.95,7.62,
DL004,2020-01-20,71.14,129.27,6.42,2.36,8.78,
DL004,2020-01-21,126.51,226.26,8.73,3.44,12.17,
DL004,2020-01-22,130.81,221.91,12.93,3.94,16.87,
DL004,2020-01-23,43.9,82.59,5.96,1.77,7.72,
DL004,2020-01-24,41.61,80.91,6.13,2.05,8.18,
DL004,2020-01-25,72.98,132.72,6.95,5.21,11.94,
DL004,2020-01-26,119.19,196.36,8.8,5.48,14.28,
DL004,2020-01-27,120.37,203.88,9.45,5.74,15.19,
DL004,2020-01-28,88.3,126.74,6.38,3.46,9.84,
DL004,2020-01-29,41.43,78.45,6.6,3.17,9.77,
DL004,2020-01-30,58.06,118.94,7.71,3.73,11.44,
DL004,2020-01-31,59.75,111.89,7.03,3.5,10.53,
DL004,2020-02-01,62.97,122.98,9.33,3.82,13.15,
DL004,2020-02-02,68.62,122.36,7.01,3.09,10.1,
DL004,2020-02-03,84.48,159.45,7.6,4.33,11.94,
DL004,2020-02-04,110.97,207.81,11.13,5.11,16.24,
DL004,2020-02-05,106.34,184.53,8.37,4.23,12.6,
DL004,2020-02-06,72.3,136.06,7.95,3.72,11.67,
DL004,2020-02-07,108.28,195.01,11.66,4.9,16.56,
DL004,2020-02-08,107.86,187.87,8.35,3.71,12.06,
DL004,2020-02-09,102.89,179.01,8.31,3.81,12.12,
DL004,2020-02-10,127.75,227.41,9.18,4.35,13.53,
DL004,2020-02-11,134.33,245.21,12.27,4.91,17.17,
DL004,2020-02-12,126.46,229.54,9.27,3.7,12.97,
DL004,2020-02-13,56.49,108.32,8.61,2.3,10.92,
DL004,2020-02-14,57.01,113.2,8.74,2.05,10.78,
DL004,2020-02-15,43.12,98.14,8.94,2.14,11.07,
DL004,2020-02-16,78.18,149.1,9.3,3.09,12.39,
DL004,2020-02-17,97.75,188.0,17.24,13.01,23.28,
DL004,2020-02-18,60.95,127.89,20.39,16.86,30.58,
DL004,2020-02-19,56.5,169.46,19.1,28.7,34.02,
DL004,2020-02-20,68.36,147.77,8.83,21.74,27.47,
DL004,2020-02-21,42.39,71.45,7.22,20.39,27.61,
DL004,2020-02-22,46.47,86.13,11.52,23.4,34.92,
DL004,2020-02-23,76.89,143.37,21.01,24.17,45.18,
DL004,2020-02-24,54.15,107.9,10.35,24.48,34.83,
DL004,2020-02-25,74.83,158.27,5.01,25.76,30.74,
DL004,2020-02-26,94.13,189.62,18.85,29.77,48.62,
DL004,2020-02-27,78.83,155.04,6.53,25.47,32.0,
DL004,2020-02-28,64.53,117.27,2.26,20.38,22.64,
DL004,2020-02-29,49.56,89.54,5.09,19.62,24.48,
DL004,2020-03-01,32.63,57.26,4.61,21.7,26.32,
DL004,2020-03-02,64.57,134.83,15.94,26.85,42.79,
DL004,2020-03-03,60.75,133.04,17.82,28.19,46.02,
DL004,2020-03-04,64.37,155.66,22.48,25.7,48.18,
DL004,2020-03-05,38.52,63.77,22.3,21.48,41.14,
DL004,2020-03-06,25.22,35.61,18.89,18.88,37.47,
DL004,2020-03-07,33.14,53.44,7.42,16.54,23.96,
DL004,2020-03-08,45.41,79.52,13.27,17.77,31.04,
DL004,2020-03-09,40.78,92.34,5.09,17.38,22.47,
DL004,2020-03-10,50.02,112.0,5.12,18.87,23.99,
DL004,2020-03-11,68.45,92.23,5.74,17.43,23.17,
DL004,2020-03-12,38.62,121.87,6.76,20.26,27.02,
DL004,2020-03-13,68.53,199.52,10.64,21.0,31.86,
DL004,2020-03-14,33.0,76.31,5.4,16.74,22.14,
DL004,2020-03-15,47.07,105.78,20.6,19.28,38.82,
DL004,2020-03-16,48.24,115.74,5.24,20.25,25.49,
DL004,2020-03-17,50.45,117.49,10.68,21.39,29.41,
DL004,2020-03-18,56.07,134.99,15.51,23.49,35.1,
DL004,2020-03-19,62.47,142.61,13.38,23.58,36.96,
DL004,2020-03-20,72.81,148.01,7.46,24.67,32.13,
DL004,2020-03-21,47.57,107.28,4.95,20.29,25.24,
DL004,2020-03-22,68.9,125.09,6.25,20.46,26.71,
DL004,2020-03-23,44.02,82.47,4.14,15.1,19.25,
DL004,2020-03-24,47.67,90.6,4.41,16.16,20.56,
DL004,2020-03-25,32.26,57.88,5.78,13.81,19.6,
DL004,2020-03-26,43.43,56.68,7.98,11.95,19.92,
DL004,2020-03-27,30.31,34.52,6.36,12.57,18.93,
DL004,2020-03-28,20.45,24.88,4.68,11.99,16.67,
DL004,2020-03-29,23.77,44.7,4.21,11.56,15.77,
DL004,2020-03-30,29.0,49.57,4.56,12.72,17.28,
DL004,2020-03-31,28.69,53.44,4.31,12.31,16.62,
DL004,2020-04-01,32.94,49.75,5.28,13.38,18.66,
DL004,2020-04-02,27.09,44.87,4.21,11.83,16.04,
DL004,2020-04-03,27.54,48.73,4.23,12.12,16.36,
DL004,2020-04-04,34.83,60.17,4.37,12.91,17.27,
DL004,2020-04-05,44.2,76.68,4.76,14.84,19.59,
DL004,2020-04-06,48.78,89.96,5.58,14.05,19.63,
DL004,2020-04-07,28.23,69.78,4.12,12.64,16.75,
DL004,2020-04-08,28.29,66.58,4.28,12.57,16.84,
DL004,2020-04-09,30.3,57.22,8.33,12.89,20.94,
DL004,2020-04-10,45.03,82.82,4.83,14.87,19.71,
DL004,2020-04-11,46.91,90.23,5.39,14.76,20.15,
DL004,2020-04-12,38.16,62.94,5.06,13.0,18.06,
DL004,2020-04-13,50.06,106.52,5.81,15.19,21.0,
DL004,2020-04-14,43.7,110.84,5.77,15.93,21.7,
DL004,2020-04-15,43.38,154.07,5.25,14.75,20.0,
DL004,2020-04-16,51.54,135.39,5.95,16.46,22.41,
DL004,2020-04-17,34.16,65.69,5.33,14.09,19.42,
DL004,2020-04-18,31.64,80.79,5.09,13.75,18.84,
DL004,2020-04-19,34.38,51.21,6.43,14.7,21.14,
DL004,2020-04-20,33.87,69.11,4.5,15.81,20.32,
DL004,2020-04-21,31.22,64.15,4.98,13.51,18.49,
DL004,2020-04-22,41.76,88.16,5.42,15.34,20.76,
DL004,2020-04-23,46.44,88.98,5.2,15.44,20.64,
DL004,2020-04-24,51.85,101.52,5.84,15.99,21.83,
DL004,2020-04-25,33.31,47.27,5.13,13.59,18.72,
DL004,2020-04-26,37.28,95.02,21.31,14.29,33.59,
DL004,2020-04-27,32.55,43.53,5.15,13.06,18.22,
DL004,2020-04-28,41.43,56.43,5.71,13.71,19.42,
DL004,2020-04-29,52.73,91.28,6.8,14.36,21.16,
DL004,2020-04-30,53.3,103.7,6.62,13.69,20.31,
DL004,2020-05-01,53.25,122.38,6.89,13.57,20.46,
DL004,2020-05-02,38.1,83.45,6.26,12.38,18.64,
DL004,2020-05-03,39.52,66.58,6.54,12.68,19.21,
DL004,2020-05-04,34.95,48.81,6.43,13.45,19.88,
DL004,2020-05-05,49.06,87.1,6.18,15.25,21.43,
DL004,2020-05-06,,133.44,4.89,15.51,20.41,
DL004,2020-05-07,,73.96,4.86,14.31,19.17,
DL004,2020-05-08,,91.52,6.24,14.7,20.94,
DL004,2020-05-09,,108.63,19.33,13.16,32.49,
DL004,2020-05-10,,85.06,29.47,14.06,41.64,
DL004,2020-05-11,278.5,95.66,5.47,13.47,18.94,
DL004,2020-05-12,44.55,93.2,5.92,13.06,18.98,
DL004,2020-05-13,55.47,143.84,5.41,13.32,18.74,
DL004,2020-05-14,62.98,123.76,17.51,13.12,30.63,
DL004,2020-05-15,51.89,93.03,20.52,12.46,32.98,
DL004,2020-05-16,73.62,122.84,20.39,12.98,33.37,
DL004,2020-05-17,86.94,157.98,34.35,14.94,49.27,
DL004,2020-05-18,89.23,152.11,49.34,12.85,62.04,
DL004,2020-05-19,90.78,179.35,63.65,15.99,77.56,
DL004,2020-05-20,71.97,136.61,34.58,15.33,48.87,
DL004,2020-05-21,78.25,150.25,44.42,12.31,55.55,
DL004,2020-05-22,111.25,182.97,78.8,17.17,91.3,
DL004,2020-05-23,56.04,152.16,16.54,14.71,31.27,
DL004,2020-05-24,,,,,,
DL004,2020-05-25,,,,,,
DL004,2020-05-26,62.9,169.44,39.69,26.68,38.92,
DL004,2020-05-27,50.16,159.78,27.07,23.36,48.5,
DL004,2020-05-28,28.61,214.62,3.47,22.46,25.93,
DL004,2020-05-29,25.88,54.15,3.63,22.88,26.51,
DL004,2020-05-30,22.64,42.02,3.01,22.5,25.51,
DL004,2020-05-31,21.7,39.94,2.74,21.34,24.08,
DL004,2020-06-01,40.2,72.65,5.39,23.42,28.79,
DL004,2020-06-02,44.65,99.83,11.59,19.21,30.78,
DL004,2020-06-03,36.21,103.02,8.81,20.76,29.57,
DL004,2020-06-04,41.72,107.41,8.51,22.03,30.54,
DL004,2020-06-05,32.57,63.16,15.14,19.28,33.44,
DL004,2020-06-06,33.23,71.61,8.51,18.21,26.72,
DL004,2020-06-07,39.38,86.57,8.67,18.83,27.5,
DL004,2020-06-08,38.85,91.52,8.62,19.86,28.49,
DL004,2020-06-09,53.05,134.55,9.01,19.86,28.87,
DL004,2020-06-10,40.71,137.66,8.95,20.24,29.19,
DL004,2020-06-11,37.71,109.81,8.58,19.11,27.69,
DL004,2020-06-12,59.78,148.04,8.31,19.81,28.11,
DL004,2020-06-13,46.76,129.74,8.01,18.63,26.64,
DL004,2020-06-14,58.63,152.2,8.45,17.78,26.23,
DL004,2020-06-15,42.91,110.06,7.86,18.65,26.52,
DL004,2020-06-16,41.07,103.19,7.95,21.57,29.52,
DL004,2020-06-17,30.81,81.0,7.7,17.73,25.43,
DL004,2020-06-18,36.2,108.22,7.75,17.29,25.03,
DL004,2020-06-19,47.54,245.36,7.76,16.65,24.41,
DL004,2020-06-20,28.8,119.44,7.66,18.43,26.09,
DL004,2020-06-21,33.23,95.02,7.68,18.88,26.56,
DL004,2020-06-22,36.72,72.97,8.05,19.08,27.13,
DL004,2020-06-23,29.6,57.33,8.42,17.26,25.68,
DL004,2020-06-24,26.87,54.48,7.98,15.76,23.73,
DL004,2020-06-25,30.25,73.43,7.87,16.28,24.15,
DL004,2020-06-26,37.48,105.22,10.51,16.78,27.23,
DL004,2020-06-27,30.04,140.01,8.17,19.37,27.54,
DL004,2020-06-28,40.88,278.44,8.7,22.39,31.09,
DL004,2020-06-29,31.39,143.58,8.13,19.51,27.64,
DL004,2020-06-30,37.19,87.52,7.97,18.81,16.52,
DL004,2020-07-01,42.96,120.86,,,0.0,
DL005,2018-11-11,169.47,462.77,4.73,61.87,36.76,19.12
DL005,2018-11-12,213.04,556.31,6.16,67.65,40.99,18.77
DL005,2018-11-13,282.86,577.01,40.82,83.25,77.54,20.71
DL005,2018-11-14,77.82,248.03,10.06,62.12,41.24,19.69
DL005,2018-11-15,58.77,202.88,17.71,46.41,38.74,19.83
DL005,2018-11-16,60.38,256.38,2.23,33.6,19.69,18.45
DL005,2018-11-17,59.59,299.42,11.87,47.72,35.02,18.69
DL005,2018-11-18,111.04,441.29,18.75,72.5,53.84,19.72
DL005,2018-11-19,166.18,439.36,2.55,61.95,35.05,20.3
DL005,2018-11-20,297.0,434.7,16.74,64.24,47.81,18.93
DL005,2018-11-21,283.95,404.56,11.34,48.81,35.24,20.03
DL005,2018-11-22,210.3,344.83,26.47,60.95,53.97,21.18
DL005,2018-11-23,248.39,370.04,17.34,49.66,40.69,18.78
DL005,2018-11-24,152.81,250.33,7.26,37.3,25.59,20.57
DL005,2018-11-25,177.53,293.94,19.11,56.86,45.82,21.07
DL005,2018-11-26,246.51,394.54,32.64,60.55,58.42,21.68
DL005,2018-11-27,307.58,531.23,80.84,78.45,107.61,16.25
DL005,2018-11-28,190.74,467.88,99.87,75.65,121.62,20.98
DL005,2018-11-29,188.86,440.56,51.2,50.68,68.72,19.4
DL005,2018-11-30,236.82,382.59,30.12,42.03,46.94,19.83
DL005,2018-12-01,202.34,337.59,18.11,40.21,36.02,20.09
DL005,2018-12-02,181.67,438.75,58.79,48.61,73.81,22.98
DL005,2018-12-03,141.05,408.27,53.48,46.33,68.3,20.56
DL005,2018-12-04,140.52,415.33,52.55,45.74,67.2,21.8
DL005,2018-12-05,127.75,414.47,47.28,41.64,60.73,22.17
DL005,2018-12-06,135.46,455.25,58.31,45.94,71.9,19.53
DL005,2018-12-07,106.79,362.59,20.43,38.43,37.11,17.16
DL005,2018-12-08,118.58,435.31,29.6,44.09,47.6,19.73
DL005,2018-12-09,131.27,488.58,19.22,54.92,45.81,22.56
DL005,2018-12-10,227.82,554.8,13.06,57.21,41.07,20.38
DL005,2018-12-11,290.67,616.49,22.01,60.89,50.15,19.78
DL005,2018-12-12,268.86,402.24,12.15,42.88,32.7,24.4
DL005,2018-12-13,109.27,162.19,5.47,30.77,20.82,16.39
DL005,2018-12-14,125.29,207.43,11.45,30.26,25.44,15.9
DL005,2018-12-15,104.43,230.91,6.28,31.06,21.64,14.52
DL005,2018-12-16,110.29,264.46,12.42,34.64,28.55,19.96
DL005,2018-12-17,141.12,354.05,31.08,44.78,49.19,19.01
DL005,2018-12-18,133.01,334.39,16.44,45.95,37.84,20.16
DL005,2018-12-19,147.61,387.57,23.45,50.91,46.21,20.59
DL005,2018-12-20,178.52,475.8,49.18,53.91,68.76,17.9
DL005,2018-12-21,155.5,428.61,24.83,53.32,48.58,16.98
DL005,2018-12-22,267.68,554.68,34.53,64.86,62.65,19.54
DL005,2018-12-23,305.11,671.55,31.79,71.71,64.05,18.78
DL005,2018-12-24,217.04,651.93,59.4,60.71,80.67,18.2
DL005,2018-12-25,121.14,393.17,9.2,38.15,27.69,14.33
DL005,2018-12-26,217.51,438.2,35.66,46.49,53.84,15.6
DL005,2018-12-27,212.23,536.99,83.68,69.35,105.26,18.72
DL005,2018-12-28,176.17,467.52,22.07,41.13,39.89,15.43
DL005,2018-12-29,155.58,467.65,38.03,47.84,56.46,16.98
DL005,2018-12-30,191.34,613.13,69.25,56.79,86.65,23.53
DL005,2018-12-31,149.24,493.52,46.6,51.56,65.35,17.11
DL005,2019-01-01,148.71,504.05,52.87,53.57,71.42,18.19
DL005,2019-01-02,250.33,637.52,58.06,73.94,86.67,21.14
DL005,2019-01-03,150.46,514.57,28.14,46.17,47.42,15.89
DL005,2019-01-04,210.72,384.2,15.95,37.0,32.67,15.61
DL005,2019-01-05,312.2,495.89,20.33,57.65,47.19,15.19
DL005,2019-01-06,186.68,268.38,5.58,41.45,26.6,14.75
DL005,2019-01-07,203.64,298.66,14.99,39.86,33.42,14.91
DL005,2019-01-08,179.29,262.44,9.64,35.39,26.69,15.93
DL005,2019-01-09,197.44,296.41,9.07,37.57,27.38,16.98
DL005,2019-01-10,235.1,339.01,31.77,42.61,48.54,19.29
DL005,2019-01-11,388.82,533.35,75.24,63.38,95.13,19.12
DL005,2019-01-12,458.73,647.97,64.72,100.26,106.05,18.34
DL005,2019-01-13,293.24,427.14,17.89,54.19,43.52,17.78
DL005,2019-01-14,129.2,196.34,4.02,37.05,22.98,15.99
DL005,2019-01-15,193.94,276.68,20.21,46.13,40.94,20.24
DL005,2019-01-16,385.05,567.03,54.96,83.6,89.58,19.86
DL005,2019-01-17,468.65,601.45,79.85,70.7,102.72,17.26
DL005,2019-01-18,289.47,422.5,26.92,55.66,51.56,12.47
DL005,2019-01-19,328.34,473.85,50.86,65.41,76.23,17.4
DL005,2019-01-20,373.27,588.78,80.8,108.14,123.44,17.31
DL005,2019-01-21,249.74,454.04,35.21,68.19,64.93,16.32
DL005,2019-01-22,62.91,73.01,2.41,40.32,23.4,11.12
DL005,2019-01-23,140.06,198.94,18.25,42.53,37.49,13.78
DL005,2019-01-24,137.34,215.14,4.86,38.91,24.66,15.61
DL005,2019-01-25,118.88,161.74,2.73,34.57,20.61,15.72
DL005,2019-01-26,150.62,205.31,1.72,32.98,18.95,15.6
DL005,2019-01-27,168.97,224.83,5.88,40.73,26.47,16.03
DL005,2019-01-28,162.24,232.45,7.92,41.5,28.52,15.44
DL005,2019-01-29,200.48,308.24,17.28,48.0,39.6,18.74
DL005,2019-01-30,272.35,407.02,31.33,59.5,57.16,19.34
DL005,2019-01-31,234.45,415.58,24.6,63.48,53.81,14.82
DL005,2019-02-01,229.89,310.43,10.19,47.1,33.35,12.6
DL005,2019-02-02,190.81,266.31,2.86,26.05,16.2,10.98
DL005,2019-02-03,137.01,202.6,6.4,28.08,20.14,10.77
DL005,2019-02-04,190.71,256.08,28.44,48.92,49.17,15.0
DL005,2019-02-05,330.95,430.22,53.86,73.64,83.14,17.65
DL005,2019-02-06,241.89,327.72,60.56,63.92,83.37,14.94
DL005,2019-02-07,84.02,132.1,1.15,33.58,18.79,10.57
DL005,2019-02-08,87.05,152.69,7.75,35.72,25.33,12.62
DL005,2019-02-09,112.02,148.47,9.39,37.65,27.69,12.17
DL005,2019-02-10,185.88,209.11,23.84,49.52,45.93,15.6
DL005,2019-02-11,195.48,214.85,22.59,51.71,45.92,18.38
DL005,2019-02-12,219.36,321.97,18.11,58.46,45.84,29.72
DL005,2019-02-13,248.36,454.86,31.32,87.0,71.78,21.15
DL005,2019-02-14,188.53,279.92,18.82,66.69,50.84,15.1
DL005,2019-02-15,140.64,196.73,6.4,36.59,24.69,15.05
DL005,2019-02-16,117.38,177.67,3.4,17.9,12.3,20.12
DL005,2019-02-17,103.12,174.04,4.14,29.03,18.86,23.86
DL005,2019-02-18,123.05,241.32,6.21,46.76,29.93,29.25
DL005,2019-02-19,152.59,278.94,21.87,49.14,43.98,21.46
DL005,2019-02-20,112.58,182.16,6.82,40.21,26.95,22.8
DL005,2019-02-21,85.47,214.76,21.51,42.05,39.91,26.6
DL005,2019-02-22,87.33,167.8,8.06,20.8,17.63,17.55
DL005,2019-02-23,90.83,148.32,4.08,27.65,18.05,26.08
DL005,2019-02-24,134.0,207.04,3.19,36.82,22.19,26.23
DL005,2019-02-25,111.92,223.71,20.31,44.28,40.11,22.69
DL005,2019-02-26,78.17,148.45,8.83,41.2,29.13,24.17
DL005,2019-02-27,79.39,146.08,2.2,40.8,23.5,21.69
DL005,2019-02-28,119.71,212.68,17.31,35.0,32.73,24.17
DL005,2019-03-01,121.42,203.67,9.32,38.67,28.16,22.75
DL005,2019-03-02,165.75,231.04,10.42,51.24,35.95,27.49
DL005,2019-03-03,77.04,93.83,5.55,38.27,24.91,20.43
DL005,2019-03-04,113.5,114.5,12.42,29.04,25.58,20.71
DL005,2019-03-05,86.99,134.15,9.77,27.24,22.54,21.34
DL005,2019-03-06,110.67,204.61,4.8,32.36,21.13,24.98
DL005,2019-03-07,137.78,252.12,16.38,36.08,32.54,28.87
DL005,2019-03-08,120.66,265.38,9.92,31.14,24.68,29.84
DL005,2019-03-09,88.83,178.07,5.1,24.76,17.34,26.62
DL005,2019-03-10,102.77,206.37,3.51,28.8,18.18,28.2
DL005,2019-03-11,94.07,262.51,6.35,35.85,24.23,26.14
DL005,2019-03-12,73.16,161.74,2.33,20.29,12.69,22.38
DL005,2019-03-13,105.54,303.07,10.83,36.9,28.51,20.64
DL005,2019-03-14,122.96,259.71,18.65,33.7,33.14,13.31
DL005,2019-03-15,97.04,215.38,11.17,24.97,22.38,15.65
DL005,2019-03-16,94.04,,2.71,24.02,15.0,15.56
DL005,2019-03-17,120.2,,4.81,27.42,18.5,20.83
DL005,2019-03-18,126.09,,9.38,32.78,25.08,19.77
DL005,2019-03-19,138.12,,10.01,36.82,27.71,21.6
DL005,2019-03-20,123.71,,20.61,39.23,37.68,20.64
DL005,2019-03-21,108.78,,1.88,15.12,9.57,16.96
DL005,2019-03-22,48.29,,1.85,13.27,8.56,14.1
DL005,2019-03-23,92.05,,1.9,19.43,11.89,19.07
DL005,2019-03-24,61.67,,2.23,13.57,9.03,15.7
DL005,2019-03-25,85.52,196.75,2.61,16.85,11.1,17.4
DL005,2019-03-26,113.76,212.19,6.2,26.17,18.98,18.43
DL005,2019-03-27,128.22,247.77,10.96,34.97,27.53,20.64
DL005,2019-03-28,181.73,358.09,24.43,42.6,42.58,25.9
DL005,2019-03-29,122.71,282.83,15.74,33.03,30.32,17.22
DL005,2019-03-30,122.25,285.54,13.84,36.61,30.75,19.84
DL005,2019-03-31,73.42,218.14,1.58,21.53,12.74,18.19
DL005,2019-04-01,85.88,215.5,1.82,25.58,15.05,20.57
DL005,2019-04-02,152.83,295.78,8.45,41.18,28.78,32.08
DL005,2019-04-03,139.46,335.54,7.5,44.59,29.87,26.54
DL005,2019-04-04,139.77,355.38,17.55,55.66,43.89,25.87
DL005,2019-04-05,159.05,397.31,27.85,61.04,55.15,22.69
DL005,2019-04-06,123.47,381.09,4.0,38.01,23.49,20.01
DL005,2019-04-07,187.56,428.24,4.64,36.71,23.3,20.46
DL005,2019-04-08,93.58,365.51,8.22,37.5,26.67,14.33
DL005,2019-04-09,136.52,364.24,6.09,57.65,35.58,19.83
DL005,2019-04-10,119.64,300.22,9.29,47.35,32.78,21.47
DL005,2019-04-11,77.0,221.92,2.67,29.67,17.96,33.83
DL005,2019-04-12,65.98,250.52,0.74,27.9,15.45,30.0
DL005,2019-04-13,67.71,237.86,2.89,32.72,19.77,32.29
DL005,2019-04-14,59.24,202.94,1.06,25.33,14.35,30.59
DL005,2019-04-15,65.01,223.6,10.31,34.81,26.91,35.83
DL005,2019-04-16,54.67,216.99,1.91,24.94,14.82,20.99
DL005,2019-04-17,32.55,81.57,1.19,24.88,14.2,22.18
DL005,2019-04-18,46.02,92.89,1.27,26.78,15.3,21.96
DL005,2019-04-19,88.5,165.3,3.06,38.0,22.71,31.03
DL005,2019-04-20,127.78,227.19,9.71,48.96,33.91,36.96
DL005,2019-04-21,138.38,293.45,14.33,52.7,39.72,33.87
DL005,2019-04-22,120.2,330.74,11.3,53.38,37.94,31.97
DL005,2019-04-23,124.32,349.19,7.66,49.46,32.54,26.1
DL005,2019-04-24,106.36,363.29,2.15,51.04,28.9,20.62
DL005,2019-04-25,98.18,364.29,1.53,32.38,18.47,18.03
DL005,2019-04-26,99.68,307.74,6.39,44.68,28.97,24.16
DL005,2019-04-27,88.4,406.62,2.22,32.86,19.32,21.11
DL005,2019-04-28,79.46,349.29,3.12,30.44,18.74,18.89
DL005,2019-04-29,99.24,328.93,2.37,36.39,21.29,24.45
DL005,2019-04-30,117.29,360.65,6.08,49.63,31.4,23.89
DL005,2019-05-01,110.96,383.82,8.71,48.32,32.82,19.99
DL005,2019-05-02,81.98,343.3,1.99,26.17,15.54,13.62
DL005,2019-05-03,53.32,158.73,3.42,28.12,17.75,11.24
DL005,2019-05-04,132.77,252.27,2.4,33.23,19.62,24.57
DL005,2019-05-05,83.08,260.5,9.77,43.79,31.27,12.03
DL005,2019-05-06,215.39,430.58,23.18,62.47,52.14,26.26
DL005,2019-05-07,224.94,484.76,27.0,64.64,56.36,25.63
DL005,2019-05-08,246.52,515.34,23.16,53.07,47.09,24.75
DL005,2019-05-09,201.04,481.82,9.37,50.6,34.57,29.21
DL005,2019-05-10,154.25,376.87,2.49,29.33,17.63,16.33
DL005,2019-05-11,127.3,278.88,2.14,29.29,17.33,16.28
DL005,2019-05-12,229.69,462.93,1.35,33.17,18.73,17.18
DL005,2019-05-13,218.78,397.24,3.84,42.2,25.6,25.89
DL005,2019-05-14,59.68,124.39,1.53,26.16,15.16,10.06
DL005,2019-05-15,100.07,212.68,5.24,54.49,33.24,13.83
DL005,2019-05-16,95.67,235.95,10.5,49.92,35.1,11.99
DL005,2019-05-17,118.56,380.52,11.91,38.13,29.6,12.98
DL005,2019-05-18,56.17,104.49,1.43,21.25,12.63,10.64
DL005,2019-05-19,105.66,187.48,3.38,33.84,20.74,18.61
DL005,2019-05-20,120.99,231.7,3.05,42.83,25.36,17.97
DL005,2019-05-21,98.89,207.77,4.04,34.73,21.76,18.76
DL005,2019-05-22,89.23,231.18,9.15,40.77,29.19,17.34
DL005,2019-05-23,152.66,274.12,7.97,43.2,29.47,21.34
DL005,2019-05-24,61.27,127.71,3.47,34.38,20.9,10.08
DL005,2019-05-25,81.0,123.71,1.7,22.09,13.14,10.88
DL005,2019-05-26,69.69,147.91,1.54,24.61,14.35,13.96
DL005,2019-05-27,74.04,177.7,1.71,31.88,18.33,14.99
DL005,2019-05-28,51.49,177.72,4.06,43.29,26.32,10.66
DL005,2019-05-29,102.36,229.92,5.28,46.1,28.81,17.97
DL005,2019-05-30,115.26,277.75,13.06,49.94,37.18,24.12
DL005,2019-05-31,84.49,334.68,7.14,36.49,25.24,19.35
DL005,2019-06-01,109.5,285.76,9.46,45.61,32.04,18.95
DL005,2019-06-02,80.71,152.23,1.93,23.55,14.09,11.75
DL005,2019-06-03,65.3,299.35,2.02,27.23,16.13,10.68
DL005,2019-06-04,55.43,201.9,1.69,25.4,14.89,12.46
DL005,2019-06-05,95.17,267.88,2.59,39.73,23.25,12.8
DL005,2019-06-06,75.76,268.42,3.05,34.85,21.04,12.28
DL005,2019-06-07,60.11,175.84,1.85,29.19,17.03,12.65
