Date,StationId,PM2.5,PM10,NO,NO2,NOx,SO2
2020-06-26,DL026,47.38,139.29,5.32,27.85,19.15,11.98
2020-06-27,DL026,33.77,178.17,5.94,26.16,18.78,13.82
2020-06-28,DL026,48.56,346.92,11.88,25.28,23.1,13.24
2020-06-29,DL026,34.96,187.1,12.33,26.34,24.07,14.73
2020-06-30,DL026,33.6,100.73,1.23,17.65,10.36,11.78
2020-07-01,DL026,49.0,158.5,6.65,19.97,10.5,14.07
2018-11-11,DL031,234.76,429.22,143.03,98.65,167.16,6.2
2018-11-12,DL031,286.19,493.89,220.23,142.28,253.34,7.23
2018-11-13,DL031,259.45,426.6,171.45,135.45,212.72,5.45
2018-11-14,DL031,133.83,221.66,77.6,89.06,126.02,5.47
2018-11-15,DL031,99.74,179.81,48.84,87.2,86.21,3.83
2018-11-16,DL031,147.95,247.92,19.43,85.08,61.08,4.03
2018-11-17,DL031,140.13,266.41,90.6,98.37,126.26,5.41
2018-11-18,DL031,152.33,272.6,171.65,94.39,190.14,5.54
2018-11-19,DL031,172.12,294.45,32.9,104.95,82.64,4.41
2018-11-20,DL031,212.17,375.59,131.2,114.58,167.91,6.14
2018-11-21,DL031,231.17,373.47,115.63,111.46,153.89,6.13
2018-11-22,DL031,131.41,298.86,129.08,137.53,173.06,7.92
2018-11-23,DL031,170.91,313.41,107.86,116.14,163.44,5.96
2018-11-24,DL031,107.62,259.84,34.8,84.73,73.44,5.73
2018-11-25,DL031,119.09,257.57,106.51,106.22,143.32,7.52
2018-11-26,DL031,218.07,388.12,151.41,116.89,183.6,11.7
2018-11-27,DL031,193.34,345.04,219.55,91.94,249.81,6.83
2018-11-28,DL031,192.03,353.08,176.91,93.92,205.13,7.07
2018-11-29,DL031,185.16,356.96,146.11,106.39,202.97,5.42
2018-11-30,DL031,187.02,323.99,106.02,109.56,144.7,5.31
2018-12-01,DL031,170.78,349.61,108.54,99.65,140.05,6.48
2018-12-02,DL031,185.91,333.64,220.67,92.94,225.41,7.15
2018-12-03,DL031,213.91,411.36,200.01,111.66,222.59,6.76
2018-12-04,DL031,219.36,414.26,236.79,114.83,266.83,4.97
2018-12-05,DL031,212.34,380.04,188.17,100.96,206.41,5.53
2018-12-06,DL031,226.33,410.79,241.35,114.04,248.42,5.51
2018-12-07,DL031,226.68,390.22,193.83,93.25,207.68,5.72
2018-12-08,DL031,250.16,413.51,177.0,102.93,198.33,5.67
2018-12-09,DL031,298.5,486.21,193.59,109.58,263.5,7.5
2018-12-10,DL031,316.52,526.65,173.24,97.85,255.89,5.93
2018-12-11,DL031,320.12,504.28,212.51,98.82,240.0,9.57
2018-12-12,DL031,208.03,312.57,128.89,81.35,161.78,12.6
2018-12-13,DL031,107.36,199.7,68.74,73.59,95.18,14.11
2018-12-14,DL031,127.32,241.15,73.0,76.97,100.45,14.32
2018-12-15,DL031,133.25,228.82,54.05,77.97,85.54,14.78
2018-12-16,DL031,166.79,283.71,98.76,81.39,123.8,16.26
2018-12-17,DL031,220.61,380.03,133.62,95.87,171.98,19.02
2018-12-18,DL031,198.96,343.9,91.19,102.59,128.91,24.17
2018-12-19,DL031,181.96,366.43,127.24,103.1,158.9,23.38
2018-12-20,DL031,259.62,418.24,233.37,97.55,252.35,21.21
2018-12-21,DL031,291.96,420.16,140.08,100.21,165.78,19.26
2018-12-22,DL031,357.67,536.05,166.21,130.05,207.27,21.64
2018-12-23,DL031,443.18,547.12,208.43,85.65,227.75,19.81
2018-12-24,DL031,422.6,590.22,248.76,96.75,266.65,19.4
2018-12-25,DL031,301.57,425.72,87.76,86.46,117.54,15.4
2018-12-26,DL031,254.66,329.6,74.38,91.59,123.87,20.61
2018-12-27,DL031,274.6,411.05,182.68,78.54,190.71,19.11
2018-12-28,DL031,259.85,385.43,41.91,60.58,66.39,18.91
2018-12-29,DL031,254.72,349.66,80.49,60.48,97.79,21.66
2018-12-30,DL031,351.26,537.79,164.47,61.98,167.05,22.44
2018-12-31,DL031,346.29,521.47,134.61,50.66,136.7,20.13
2019-01-01,DL031,315.49,504.27,112.03,49.36,117.59,21.99
2019-01-02,DL031,375.73,509.48,150.27,46.42,147.21,21.71
2019-01-03,DL031,334.57,481.54,84.45,60.01,100.77,16.87
2019-01-04,DL031,278.76,418.75,61.75,56.74,80.53,18.92
2019-01-05,DL031,294.14,441.71,130.17,50.65,133.1,18.32
2019-01-06,DL031,196.51,268.2,43.49,54.81,64.55,16.81
2019-01-07,DL031,183.41,268.37,52.55,49.38,69.05,17.23
2019-01-08,DL031,168.67,237.9,20.49,45.79,41.06,19.9
2019-01-09,DL031,131.64,243.11,24.42,51.42,47.27,21.68
2019-01-10,DL031,195.22,351.42,115.58,58.08,125.13,28.8
2019-01-11,DL031,323.69,432.08,141.42,85.61,160.78,28.59
2019-01-12,DL031,439.66,554.27,216.13,53.47,204.83,17.4
2019-01-13,DL031,243.6,368.4,18.07,66.4,50.06,20.4
2019-01-14,DL031,106.43,197.56,14.13,43.03,34.4,18.82
2019-01-15,DL031,130.41,241.19,33.82,47.11,52.59,23.75
2019-01-16,DL031,296.96,481.55,147.69,63.45,154.15,26.28
2019-01-17,DL031,415.1,591.17,169.89,66.05,174.24,23.43
2019-01-18,DL031,261.1,405.4,91.2,60.44,106.49,19.24
2019-01-19,DL031,276.38,456.94,153.27,63.81,158.9,23.54
2019-01-20,DL031,265.22,439.99,190.68,61.44,187.51,21.6
2019-01-21,DL031,171.14,279.3,76.92,47.86,88.12,16.57
2019-01-22,DL031,65.54,84.36,13.96,35.06,30.04,18.31
2019-01-23,DL031,148.14,230.76,60.97,46.66,74.54,19.02
2019-01-24,DL031,151.69,257.15,51.86,48.04,67.85,20.46
2019-01-25,DL031,96.32,178.34,21.04,48.51,42.95,18.39
2019-01-26,DL031,120.77,222.72,15.03,42.71,34.96,18.27
2019-01-27,DL031,158.14,263.84,19.35,43.14,38.73,20.66
2019-01-28,DL031,135.92,300.27,25.14,43.86,43.83,19.38
2019-01-29,DL031,169.54,372.57,40.68,48.23,58.81,25.85
2019-01-30,DL031,239.56,423.85,88.24,57.91,102.75,34.89
2019-01-31,DL031,224.46,326.58,114.44,58.07,124.19,19.97
2019-02-01,DL031,184.18,242.4,24.01,51.69,47.08,19.82
2019-02-02,DL031,198.83,259.29,15.64,44.06,36.18,17.03
2019-02-03,DL031,154.65,159.88,23.86,41.99,41.8,17.64
2019-02-04,DL031,167.01,321.58,73.02,55.01,88.77,17.87
2019-02-05,DL031,259.27,592.04,187.12,63.77,186.46,19.73
2019-02-06,DL031,184.28,208.71,46.96,48.65,64.17,16.27
2019-02-07,DL031,74.98,101.91,13.59,35.39,29.9,16.83
2019-02-08,DL031,65.8,159.68,36.95,44.42,53.75,17.95
2019-02-09,DL031,80.86,184.02,26.56,49.38,47.92,18.7
2019-02-10,DL031,178.54,308.95,73.12,54.36,88.54,22.33
2019-02-11,DL031,223.6,390.59,111.04,65.86,125.55,22.01
2019-02-12,DL031,268.94,460.02,146.88,80.92,162.82,20.24
2019-02-13,DL031,226.66,383.03,140.65,81.28,157.74,17.84
2019-02-14,DL031,183.36,418.8,66.16,87.54,100.45,16.44
2019-02-15,DL031,174.98,349.98,20.48,73.17,55.62,16.02
2019-02-16,DL031,140.09,187.07,17.12,55.96,43.73,21.06
2019-02-17,DL031,135.33,177.75,26.19,65.39,56.28,18.81
2019-02-18,DL031,71.96,147.73,11.59,67.09,44.98,8.15
2019-02-19,DL031,154.36,247.01,103.7,80.04,127.79,6.79
2019-02-20,DL031,137.52,223.98,135.24,84.8,155.31,6.54
2019-02-21,DL031,88.92,191.3,105.54,75.43,126.16,7.16
2019-02-22,DL031,109.9,181.4,68.91,55.61,86.15,4.87
2019-02-23,DL031,76.54,149.52,9.86,66.61,43.46,7.77
2019-02-24,DL031,119.45,198.35,44.05,83.25,80.19,12.01
2019-02-25,DL031,108.0,200.43,111.56,91.54,139.66,5.46
2019-02-26,DL031,74.5,118.11,43.21,90.17,83.15,7.9
2019-02-27,DL031,70.18,103.59,38.43,83.49,75.72,3.57
2019-02-28,DL031,89.93,180.9,99.26,75.45,121.05,11.93
2019-03-01,DL031,167.25,225.32,121.48,84.59,144.08,8.12
2019-03-02,DL031,135.16,220.51,134.9,105.38,166.02,7.44
2019-03-03,DL031,56.81,86.15,16.55,43.1,59.15,25.56
2019-03-04,DL031,78.92,129.81,18.28,66.61,50.33,7.27
2019-03-05,DL031,64.03,145.75,31.59,66.44,61.07,8.57
2019-03-06,DL031,100.86,189.65,86.51,79.5,112.78,7.86
2019-03-07,DL031,122.28,232.27,127.67,85.09,149.35,8.73
2019-03-08,DL031,102.62,209.07,92.33,94.52,125.61,7.6
2019-03-09,DL031,89.16,174.7,34.12,77.61,69.1,6.61
2019-03-10,DL031,100.25,169.85,32.51,86.76,72.6,5.27
2019-03-11,DL031,64.54,185.52,32.22,70.36,61.63,4.84
2019-03-12,DL031,70.37,129.92,21.85,73.52,56.92,3.11
2019-03-13,DL031,88.44,252.98,81.61,105.79,122.84,8.99
2019-03-14,DL031,104.61,227.1,112.36,83.12,135.82,4.4
2019-03-15,DL031,67.52,167.43,64.64,67.24,83.97,7.73
2019-03-16,DL031,75.5,151.86,18.04,65.12,49.34,6.86
2019-03-17,DL031,101.8,191.43,45.8,72.89,76.08,9.75
2019-03-18,DL031,125.56,223.22,48.19,72.29,77.73,14.7
2019-03-19,DL031,126.43,245.03,90.9,79.0,116.06,9.41
2019-03-20,DL031,81.76,230.92,71.65,72.59,97.03,5.83
2019-03-21,DL031,137.47,231.58,38.19,66.66,66.61,6.67
2019-03-22,DL031,45.71,126.86,7.73,60.4,38.43,7.25
2019-03-23,DL031,61.55,141.19,6.28,61.98,38.08,6.99
2019-03-24,DL031,70.51,132.15,11.06,67.24,44.79,6.6
2019-03-25,DL031,79.47,147.28,13.71,65.76,46.15,8.81
2019-03-26,DL031,91.12,174.57,25.09,73.38,59.45,7.43
2019-03-27,DL031,79.2,175.53,33.22,75.48,67.22,9.29
2019-03-28,DL031,123.17,239.53,112.52,87.05,138.03,9.8
2019-03-29,DL031,182.63,244.04,154.05,77.82,166.98,8.79
2019-03-30,DL031,68.12,216.01,88.9,78.62,114.29,7.19
2019-03-31,DL031,53.95,172.06,29.4,67.88,60.07,7.88
2019-04-01,DL031,56.12,176.21,11.97,67.68,45.75,13.72
2019-04-02,DL031,50.64,238.24,42.79,87.12,81.21,11.98
2019-04-03,DL031,41.84,244.57,77.16,88.71,110.09,11.63
2019-04-04,DL031,58.17,276.23,155.33,85.98,172.34,11.84
2019-04-05,DL031,58.82,294.47,130.71,89.18,154.01,14.47
2019-04-06,DL031,61.18,329.36,62.81,73.91,90.52,12.02
2019-04-07,DL031,71.82,303.99,72.66,68.61,95.73,7.48
2019-04-08,DL031,70.31,274.44,22.93,62.94,52.17,7.9
2019-04-09,DL031,65.5,214.5,48.62,73.21,78.58,10.43
2019-04-10,DL031,59.94,239.42,114.48,70.79,130.99,10.68
2019-04-11,DL031,58.75,220.61,39.46,67.15,67.89,12.84
2019-04-12,DL031,64.13,235.47,27.53,60.34,54.53,10.55
2019-04-13,DL031,67.71,184.03,20.18,58.31,47.27,9.71
2019-04-14,DL031,57.76,172.88,25.74,63.58,54.8,12.37
2019-04-15,DL031,64.5,244.4,54.27,68.87,80.88,12.86
2019-04-16,DL031,46.3,161.36,38.01,54.71,60.07,8.68
2019-04-17,DL031,32.39,52.49,1.76,33.49,19.25,6.06
2019-04-18,DL031,44.35,91.67,7.22,57.08,36.23,9.25
2019-04-19,DL031,60.25,163.31,32.27,66.64,61.75,14.79
2019-04-20,DL031,50.77,224.7,52.24,80.19,85.24,21.27
2019-04-21,DL031,45.0,202.31,66.2,82.09,97.63,14.52
2019-04-22,DL031,54.67,266.72,121.15,90.67,146.95,14.9
2019-04-23,DL031,46.88,278.52,140.26,89.14,161.75,12.52
2019-04-24,DL031,70.68,264.8,35.79,76.09,69.67,9.46
2019-04-25,DL031,68.07,284.49,7.92,65.48,41.24,8.54
2019-04-26,DL031,61.8,264.41,62.79,82.54,95.1,13.13
2019-04-27,DL031,83.4,352.21,12.93,68.23,46.82,21.89
2019-04-28,DL031,82.63,271.82,23.2,72.1,57.17,10.97
2019-04-29,DL031,78.0,289.26,57.1,86.03,107.93,13.29
2019-04-30,DL031,70.0,266.71,41.44,76.4,74.39,11.15
2019-05-01,DL031,76.0,325.11,39.36,97.87,84.12,11.31
2019-05-02,DL031,83.15,272.43,16.98,78.09,55.39,10.12
2019-05-03,DL031,57.4,141.12,17.07,65.07,48.52,10.65
2019-05-04,DL031,73.21,223.1,45.97,78.51,79.21,9.17
2019-05-05,DL031,61.25,208.88,65.14,72.54,91.72,9.35
2019-05-06,DL031,62.71,268.79,99.01,87.95,127.43,10.7
2019-05-07,DL031,100.0,397.15,137.81,80.86,168.74,10.84
2019-05-08,DL031,55.85,404.55,134.39,78.64,151.35,8.65
2019-05-09,DL031,75.8,405.51,56.71,72.7,84.87,6.97
2019-05-10,DL031,70.59,276.71,9.69,51.31,35.2,5.31
2019-05-11,DL031,60.75,294.25,18.11,70.77,52.39,8.28
2019-05-12,DL031,69.65,426.58,10.7,61.15,41.22,7.64
2019-05-13,DL031,57.5,330.12,26.92,75.67,62.18,11.64
2019-05-14,DL031,60.67,115.66,17.47,56.16,44.12,4.67
2019-05-15,DL031,72.09,217.15,71.21,90.48,106.25,5.46
2019-05-16,DL031,71.56,219.94,33.63,70.22,64.77,4.19
2019-05-17,DL031,62.99,253.26,37.91,55.87,60.62,4.22
2019-05-18,DL031,45.1,92.59,4.48,45.54,27.87,2.96
2019-05-19,DL031,61.1,160.28,14.61,58.81,43.19,5.96
2019-05-20,DL031,67.74,196.81,46.47,68.79,74.47,7.58
2019-05-21,DL031,53.18,186.44,16.79,58.14,44.62,8.08
2019-05-22,DL031,52.62,202.84,36.96,67.94,66.26,5.17
2019-05-23,DL031,68.27,197.36,42.24,69.21,71.26,4.85
2019-05-24,DL031,49.32,125.26,25.48,50.3,47.5,3.25
2019-05-25,DL031,54.25,132.08,3.23,42.55,25.26,4.63
2019-05-26,DL031,63.96,134.18,17.14,58.9,45.3,5.4
2019-05-27,DL031,56.67,149.75,35.12,70.22,66.0,6.54
2019-05-28,DL031,54.38,159.65,47.62,70.59,76.35,9.32
2019-05-29,DL031,56.34,187.04,54.9,75.77,85.07,9.62
2019-05-30,DL031,66.65,243.05,125.96,78.55,144.47,6.89
2019-05-31,DL031,72.16,292.73,61.2,59.16,81.39,7.65
2019-06-01,DL031,70.09,259.33,64.28,76.38,93.03,5.04
2019-06-02,DL031,80.85,205.65,2.46,41.67,24.17,3.43
2019-06-03,DL031,76.3,283.52,2.71,32.55,19.52,2.18
2019-06-04,DL031,53.79,152.92,3.87,43.32,26.19,3.04
2019-06-05,DL031,78.52,194.7,3.32,48.68,28.61,3.37
2019-06-06,DL031,66.75,210.46,2.21,44.32,25.19,4.61
2019-06-07,DL031,61.63,136.27,2.81,55.13,31.61,3.18
2019-06-08,DL031,67.77,184.66,39.17,65.17,66.6,3.06
2019-06-09,DL031,77.31,237.82,110.44,92.29,139.13,3.0
2019-06-10,DL031,66.63,225.13,63.4,81.7,92.87,5.42
2019-06-11,DL031,66.14,460.64,82.5,70.58,104.8,7.68
2019-06-12,DL031,55.32,231.56,13.79,41.34,33.24,6.77
2019-06-13,DL031,68.39,185.75,4.89,45.94,28.41,6.04
2019-06-14,DL031,52.16,167.91,29.2,49.94,50.31,7.84
2019-06-15,DL031,74.99,253.02,49.36,64.71,74.62,8.91
2019-06-16,DL031,49.92,157.41,2.06,26.24,15.62,5.88
2019-06-17,DL031,52.55,120.78,6.48,39.16,26.1,5.45
2019-06-18,DL031,34.86,93.54,17.33,48.72,40.03,6.79
2019-06-19,DL031,60.57,210.75,20.65,54.49,45.82,5.48
2019-06-20,DL031,43.88,83.14,2.84,42.89,25.12,5.63
2019-06-21,DL031,71.98,152.16,6.55,59.62,37.05,5.84
2019-06-22,DL031,66.6,155.54,10.03,69.33,45.05,6.96
2019-06-23,DL031,48.02,108.38,1.99,24.23,14.52,6.61
2019-06-24,DL031,33.88,104.33,3.06,39.44,23.48,5.26
2019-06-25,DL031,56.79,111.27,3.27,48.79,28.62,6.72
2019-06-26,DL031,57.36,160.19,5.78,58.51,35.8,5.21
2019-06-27,DL031,67.54,243.22,19.45,56.18,45.7,7.1
2019-06-28,DL031,67.91,286.52,14.13,48.62,37.35,6.32
2019-06-29,DL031,64.0,273.89,8.06,43.58,29.75,7.09
2019-06-30,DL031,68.31,276.76,25.83,44.46,44.73,5.59
2019-07-01,DL031,55.18,178.58,5.22,47.48,29.51,4.55
2019-07-02,DL031,66.77,237.45,2.36,43.98,25.3,5.08
2019-07-03,DL031,57.36,105.6,2.72,32.58,19.08,7.04
2019-07-04,DL031,47.56,99.88,3.77,34.1,21.22,5.96
2019-07-05,DL031,57.43,98.97,13.33,51.79,38.41,4.87
2019-07-06,DL031,42.73,74.26,5.19,36.09,23.43,5.32
2019-07-07,DL031,48.0,89.84,8.31,39.88,27.99,5.65
2019-07-08,DL031,55.34,136.17,8.92,49.1,33.39,6.41
2019-07-09,DL031,67.65,144.08,4.2,42.72,26.15,5.53
2019-07-10,DL031,71.65,286.68,6.76,34.04,23.62,5.14
2019-07-11,DL031,73.08,360.77,14.6,37.54,31.89,5.63
2019-07-12,DL031,76.8,380.2,5.77,33.0,22.27,5.49
2019-07-13,DL031,61.6,351.04,4.41,31.3,20.25,5.88
2019-07-14,DL031,76.78,302.72,3.4,34.24,20.99,4.84
2019-07-15,DL031,50.8,177.73,17.36,42.27,36.63,5.84
2019-07-16,DL031,42.08,83.7,10.59,48.59,34.5,5.86
2019-07-17,DL031,35.62,65.03,9.11,39.98,28.74,5.86
2019-07-18,DL031,42.19,75.23,19.51,41.4,37.93,5.91
2019-07-19,DL031,55.19,140.59,35.95,48.98,55.36,8.94
2019-07-20,DL031,52.35,125.46,20.37,50.55,43.49,6.32
2019-07-21,DL031,48.29,111.08,30.26,41.95,46.99,5.11
2019-07-22,DL031,58.79,124.19,39.73,48.93,58.41,5.96
2019-07-23,DL031,62.75,159.55,34.83,56.33,58.35,5.58
2019-07-24,DL031,68.73,152.75,13.15,51.89,38.33,5.64
2019-07-25,DL031,30.36,54.18,7.57,35.19,24.89,5.72
2019-07-26,DL031,33.82,55.35,10.21,40.28,29.75,5.67
2019-07-27,DL031,26.59,48.58,19.48,35.52,34.78,5.33
2019-07-28,DL031,25.66,47.48,6.66,27.08,19.84,5.2
2019-07-29,DL031,35.72,58.71,7.46,34.15,24.24,5.42
2019-07-30,DL031,40.5,76.7,10.95,41.4,30.95,5.73
2019-07-31,DL031,34.5,71.07,6.38,36.72,24.73,6.14
2019-08-01,DL031,32.55,69.34,4.13,34.47,21.69,4.5
2019-08-02,DL031,37.02,78.92,8.01,41.7,28.72,6.08
2019-08-03,DL031,47.08,89.11,12.22,40.52,31.51,4.26
2019-08-04,DL031,54.73,99.1,18.58,40.6,36.75,6.1
2019-08-05,DL031,60.68,94.6,14.44,35.13,30.46,5.73
2019-08-06,DL031,44.12,60.65,22.37,42.41,40.79,5.59
2019-08-07,DL031,36.67,77.45,45.68,42.23,59.71,5.89
2019-08-08,DL031,21.88,57.68,14.31,37.33,31.51,6.48
2019-08-09,DL031,13.85,54.39,6.69,30.34,21.6,5.39
2019-08-10,DL031,22.0,39.5,4.08,25.31,16.8,5.58
2019-08-11,DL031,29.79,51.83,4.02,25.4,16.79,6.01
2019-08-12,DL031,22.53,48.16,14.65,31.26,28.56,5.34
2019-08-13,DL031,20.58,50.05,10.75,32.39,25.99,5.55
2019-08-14,DL031,34.73,65.36,24.5,41.98,42.3,6.15
2019-08-15,DL031,32.47,65.16,23.5,37.17,38.93,5.72
2019-08-16,DL031,15.55,32.03,7.1,26.16,19.7,6.23
2019-08-17,DL031,12.73,22.06,8.24,18.18,16.39,4.79
2019-08-18,DL031,6.94,10.42,3.48,14.81,10.72,4.97
2019-08-19,DL031,30.29,88.29,20.64,40.08,37.86,4.87
2019-08-20,DL031,46.7,104.75,29.16,35.69,42.76,5.46
2019-08-21,DL031,45.07,140.21,19.7,41.1,37.93,6.27
2019-08-22,DL031,42.53,118.99,33.11,44.67,50.76,7.19
2019-08-23,DL031,46.71,122.08,48.94,36.95,59.54,6.17
2019-08-24,DL031,66.13,133.21,42.62,45.52,58.97,5.29
2019-08-25,DL031,34.22,65.52,9.85,30.99,24.52,5.11
2019-08-26,DL031,21.27,53.39,16.14,33.91,31.19,5.75
2019-08-27,DL031,33.35,81.79,17.09,40.09,35.26,6.52
2019-08-28,DL031,37.3,81.62,8.01,36.22,25.79,6.22
2019-08-29,DL031,35.0,75.0,2.47,30.87,18.13,6.12
2019-08-30,DL031,34.0,90.61,5.86,35.83,23.84,6.76
2019-08-31,DL031,45.62,122.21,17.13,51.6,41.44,6.84
2019-09-01,DL031,36.36,83.08,14.58,44.95,35.8,6.29
2019-09-02,DL031,50.25,102.0,2.58,44.94,25.99,19.75
2019-09-03,DL031,78.74,167.33,14.06,55.99,41.25,16.03
2019-09-04,DL031,72.17,168.39,8.07,56.28,36.52,6.43
2019-09-05,DL031,33.95,84.45,1.43,34.28,19.32,4.25
2019-09-06,DL031,42.66,87.73,1.48,34.74,19.56,6.0
2019-09-07,DL031,35.12,76.94,1.45,31.97,17.93,6.03
2019-09-08,DL031,47.92,101.03,1.4,38.18,21.29,6.11
2019-09-09,DL031,67.26,154.02,1.53,45.93,25.53,6.69
2019-09-10,DL031,66.05,163.49,1.62,50.81,28.05,6.61
2019-09-11,DL031,71.71,206.8,2.0,55.5,30.46,6.31
2019-09-12,DL031,59.22,143.29,1.36,40.89,22.71,5.88
2019-09-13,DL031,34.87,76.83,1.37,31.35,17.62,8.17
2019-09-14,DL031,29.33,64.46,1.29,27.69,15.75,6.06
2019-09-15,DL031,41.73,71.62,1.37,27.09,15.46,6.76
2019-09-16,DL031,58.76,134.33,1.41,48.24,26.72,6.24
2019-09-17,DL031,51.97,140.34,1.56,55.32,30.52,5.15
2019-09-18,DL031,37.93,87.48,1.39,33.98,19.19,4.9
2019-09-19,DL031,25.63,56.39,1.76,27.64,15.89,7.8
2019-09-20,DL031,40.16,84.06,1.45,35.87,20.09,6.58
2019-09-21,DL031,40.62,93.27,1.57,35.67,20.02,6.54
2019-09-22,DL031,27.53,58.84,1.19,35.17,19.54,5.75
2019-09-23,DL031,33.84,71.25,1.33,36.14,20.08,5.48
2019-09-24,DL031,41.62,86.74,7.35,40.83,27.69,6.52
2019-09-25,DL031,26.39,69.48,10.19,41.4,30.32,6.06
2019-09-26,DL031,22.27,57.68,9.47,25.32,20.9,5.54
2019-09-27,DL031,9.2,43.94,5.12,5.0,2.28,0.68
2019-09-28,DL031,19.17,59.23,10.28,11.42,5.86,3.09
2019-09-29,DL031,12.77,40.18,3.27,19.35,0.46,3.36
2019-09-30,DL031,21.54,59.57,4.65,0.4,14.37,3.28
2019-10-01,DL031,27.79,72.51,0.7,1.1,0.52,5.28
2019-10-02,DL031,39.34,105.48,0.5,0.35,0.3,4.29
2019-10-03,DL031,54.54,139.77,1.45,0.54,0.62,4.81
2019-10-04,DL031,39.98,100.49,25.73,37.31,30.36,3.72
2019-10-05,DL031,37.98,132.64,44.73,46.99,61.48,4.3
2019-10-06,DL031,56.51,152.56,31.4,54.73,54.7,3.4
2019-10-07,DL031,52.25,139.82,6.95,49.4,31.92,3.19
2019-10-08,DL031,37.64,131.66,33.77,42.38,50.13,3.7
2019-10-09,DL031,67.98,185.28,103.02,56.64,114.13,4.53
2019-10-10,DL031,71.09,191.2,88.51,69.63,109.25,4.46
2019-10-11,DL031,73.61,202.25,88.77,73.49,111.45,4.82
2019-10-12,DL031,77.62,203.25,102.76,67.21,119.37,4.11
2019-10-13,DL031,85.3,246.74,116.51,64.65,129.4,5.2
2019-10-14,DL031,81.1,265.64,158.5,61.66,162.04,6.53
2019-10-15,DL031,80.55,272.28,174.96,73.99,182.03,8.25
2019-10-16,DL031,97.0,275.94,131.95,72.48,146.66,8.2
2019-10-17,DL031,87.38,229.49,53.65,64.33,77.95,7.48
2019-10-18,DL031,65.41,187.35,19.75,54.62,44.18,8.42
2019-10-19,DL031,58.12,191.72,41.01,57.37,63.96,16.99
2019-10-20,DL031,50.44,206.92,31.91,30.32,42.14,7.65
2019-10-21,DL031,63.17,220.5,34.32,31.49,44.74,7.99
2019-10-22,DL031,56.71,221.17,35.71,31.64,45.94,9.91
2019-10-23,DL031,80.67,267.21,79.08,56.72,94.77,8.23
2019-10-24,DL031,86.0,324.42,238.15,95.22,272.23,10.8
2019-10-25,DL031,85.36,261.66,95.53,50.81,120.22,11.33
2019-10-26,DL031,90.56,308.62,84.64,34.46,87.32,11.02
2019-10-27,DL031,183.5,300.42,41.69,33.6,51.88,9.91
2019-10-28,DL031,301.72,461.25,14.48,54.89,41.01,14.89
2019-10-29,DL031,227.5,446.39,93.71,43.04,99.31,11.95
2019-10-30,DL031,212.8,438.83,110.75,39.82,111.45,11.03
2019-10-31,DL031,209.67,452.94,133.62,44.18,132.44,11.63
2019-11-01,DL031,324.54,538.83,79.93,60.68,97.5,9.65
2019-11-02,DL031,252.75,405.04,34.04,40.37,49.22,10.58
2019-11-03,DL031,472.54,632.36,22.81,37.23,38.41,11.14
2019-11-04,DL031,191.92,294.29,29.7,37.25,44.03,11.9
2019-11-05,DL031,145.53,255.88,41.05,36.81,52.61,13.61
2019-11-06,DL031,84.74,191.16,65.68,31.09,69.82,11.65
2019-11-07,DL031,166.54,284.53,12.47,11.42,16.26,11.62
2019-11-08,DL031,142.9,248.04,16.74,7.45,17.62,10.3
2019-11-09,DL031,125.35,218.18,22.37,20.32,29.05,10.67
2019-11-10,DL031,170.55,275.16,25.03,29.1,35.89,12.1
2019-11-11,DL031,214.53,359.85,60.31,36.07,68.35,12.92
2019-11-12,DL031,325.0,493.95,78.04,40.29,85.04,12.59
2019-11-13,DL031,353.84,530.54,104.51,65.41,119.97,12.87
2019-11-14,DL031,342.57,517.9,121.08,93.09,148.23,11.54
2019-11-15,DL031,412.83,575.43,46.46,62.98,71.38,11.94
2019-11-16,DL031,155.05,275.25,15.81,30.14,28.84,11.87
2019-11-17,DL031,86.42,162.55,4.99,18.96,11.41,11.38
2019-11-18,DL031,98.57,176.79,16.89,10.11,16.58,11.08
2019-11-19,DL031,106.62,211.58,28.27,9.65,28.17,12.6
2019-11-20,DL031,145.08,285.48,55.17,18.41,39.03,13.27
2019-11-21,DL031,176.49,334.4,181.15,66.75,183.21,13.83
2019-11-22,DL031,169.3,324.49,125.96,38.76,123.31,12.79
2019-11-23,DL031,119.9,252.61,26.98,26.95,36.24,11.5
2019-11-24,DL031,90.04,175.9,6.5,25.39,18.8,12.27
2019-11-25,DL031,113.24,242.85,75.56,48.8,87.54,15.63
2019-11-26,DL031,103.54,213.75,96.9,50.57,105.88,11.71
2019-11-27,DL031,55.01,131.84,20.74,45.64,41.2,12.06
2019-11-28,DL031,25.66,60.77,5.42,19.62,14.86,11.7
2019-11-29,DL031,43.29,100.25,32.24,39.08,47.07,13.72
2019-11-30,DL031,84.46,153.92,35.71,38.92,49.8,10.07
2019-12-01,DL031,102.83,180.54,45.61,39.04,57.87,10.92
2019-12-02,DL031,111.42,226.29,65.45,50.25,80.1,11.35
2019-12-03,DL031,104.58,249.75,58.09,49.66,73.78,13.4
2019-12-04,DL031,125.23,272.59,102.56,55.28,113.03,12.41
2019-12-05,DL031,202.52,376.9,162.89,70.42,170.27,12.52
2019-12-06,DL031,212.58,366.12,114.6,59.27,125.0,11.63
2019-12-07,DL031,225.53,400.19,122.56,55.63,129.5,14.4
2019-12-08,DL031,208.08,344.37,155.27,52.45,154.51,9.75
